,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
13,5994,Shiba Inu,SHIB,shiba-inu,456,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,549063278876301.94,589735030408322.8,,14,,,,2022-12-01T19:10:00.000Z,9.16988737453541e-06,127376352.66232017,-23.9212,-0.45804137,-0.68058953,1.84951901,-27.96693533,-17.79458452,-24.64163387,5034848428.788816,0.5901,5407803809.66,,2022-12-01T19:10:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2022-12-01 19:12:18.105161
14,1958,TRON,TRX,tron,707,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem']",,92133472366.41443,92133472366.41443,,15,71659659264.0,3887483532.5856967,,2022-12-01T19:10:00.000Z,0.05424926063720024,208753348.4862215,-1.5015,-0.25904985,-0.0524769,2.63139572,-13.69331982,-12.1444081,-13.50025313,4998172755.815902,0.5861,4998172755.82,,2022-12-01T19:10:00.000Z,,,,,,2022-12-01 19:12:18.105161
0,1,Bitcoin,BTC,bitcoin,9864,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19221843.0,19221843.0,,1,,,,2022-12-01T19:11:00.000Z,16926.170556790395,25753202186.50671,-2.2634,-0.31451045,-0.29224814,2.12969195,-17.35092427,-12.25533399,-15.26715575,325352193033.8476,38.144,355449581692.6,,2022-12-01T19:11:00.000Z,,,,,,2022-12-01 19:13:19.259028
1,1027,Ethereum,ETH,ethereum,6244,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem']",,122373866.2178,122373866.2178,,2,,,,2022-12-01T19:11:00.000Z,1273.5697337459303,7907961699.320003,-9.9394,-0.21195877,-0.74938495,5.9214426,-19.59669984,-2.41996073,-19.43797709,155851652216.46365,18.2687,155851652216.46,,2022-12-01T19:11:00.000Z,,,,,,2022-12-01 19:13:19.259028
2,825,Tether,USDT,tether,43480,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,65362681003.3144,73141766321.23428,,3,,,,2022-12-01T19:11:00.000Z,1.0000367649344308,33462965758.419212,-0.4337,-0.00108488,0.00664544,0.06146449,0.01043127,0.00217899,-0.00373453,65365084057.99571,7.662,73144455373.48,,2022-12-01T19:11:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2022-12-01 19:13:19.259028
3,1839,BNB,BNB,bnb,1148,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain']",200000000.0,159970489.96763322,159979963.59042934,,4,,,,2022-12-01T19:11:00.000Z,291.48881641018914,1491284470.067509,62.1438,-0.28569611,-2.39215882,-2.54454367,-10.27040414,1.96554745,5.01155245,46629608781.22344,5.4668,58297763282.04,,2022-12-01T19:11:00.000Z,,,,,,2022-12-01 19:13:19.259028
4,3408,USD Coin,USDC,usd-coin,8110,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,43080698920.59752,43080698920.59752,,5,,,,2022-12-01T19:11:00.000Z,0.999928774077638,2848475903.552227,-5.7604,-0.02343957,-0.02558951,-0.01805178,-0.00996828,-0.03145066,-0.00382054,43077630458.0809,5.0495,43077630458.08,,2022-12-01T19:11:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2022-12-01 19:13:19.259028
5,4687,Binance USD,BUSD,binance-usd,5652,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'usd-stablecoin']",,22234030899.889256,22234030899.889256,,6,,,,2022-12-01T19:11:00.000Z,0.9998017254351884,8384646731.47378,6.2628,-0.0341626,-0.04112323,-0.01654311,-0.02147977,-0.08694497,-0.02527158,22229622457.088573,2.6057,22229622457.09,,2022-12-01T19:11:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2022-12-01 19:13:19.259028
6,52,XRP,XRP,xrp,852,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,50290028663.0,99989207174.0,,7,,,,2022-12-01T19:11:00.000Z,0.3958039646853893,831271904.1689218,-10.2698,-0.41965937,-1.60446581,-0.60162729,-14.51644704,-14.31689786,20.49410952,19904992728.957268,2.3331,39580396468.54,,2022-12-01T19:11:00.000Z,,,,,,2022-12-01 19:13:19.259028
7,74,Dogecoin,DOGE,dogecoin,606,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,8,,,,2022-12-01T19:11:00.000Z,0.10147286424783142,1041092765.2501557,-15.8354,-0.68132592,-2.09448537,24.81703301,-27.578634,68.5246859,65.01482219,13462482455.459192,1.5783,13462482455.46,,2022-12-01T19:11:00.000Z,,,,,,2022-12-01 19:13:19.259028
8,2010,Cardano,ADA,cardano,601,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano']",45000000000.0,34446662741.285,35193805106.495,,9,,,,2022-12-01T19:11:00.000Z,0.3148637511947596,231252349.65260714,-3.6014,-0.50943798,0.06613271,-0.16655559,-22.04676092,-26.42756202,-30.7400656,10846005446.861757,1.2713,14168868803.76,,2022-12-01T19:11:00.000Z,,,,,,2022-12-01 19:13:19.259028
9,3890,Polygon,MATIC,polygon,538,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem']",10000000000.0,8734317475.28493,10000000000.0,,10,,,,2022-12-01T19:11:00.000Z,0.9192647178316848,561931024.4815261,59.4821,-0.75689346,2.81829977,8.13904122,4.16474764,17.88853734,5.1851011,8029149889.370154,0.9413,9192647178.32,,2022-12-01T19:11:00.000Z,,,,,,2022-12-01 19:13:19.259028
10,6636,Polkadot,DOT,polkadot-new,433,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,1140718899.0612597,1256742569.3664396,,11,904869778.0,4873561740.000975,,2022-12-01T19:11:00.000Z,5.385926084052477,180071412.0529046,-8.6069,-0.14270728,-0.62951091,0.25374829,-17.34737854,-14.49570623,-26.97721446,6143827673.025664,0.7202,6768722585.29,,2022-12-01T19:11:00.000Z,,,,,,2022-12-01 19:13:19.259028
11,4943,Dai,DAI,multi-collateral-dai,1668,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,5663511314.978935,5663511314.978935,,12,,,,2022-12-01T19:11:00.000Z,0.9994824607690338,299338939.3151775,9.6961,-0.0626274,-0.10943462,-0.09068171,-0.07431244,-0.07199238,6.216e-05,5660580225.688413,0.6638,5660580225.69,,2022-12-01T19:11:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2022-12-01 19:13:19.259028
12,2,Litecoin,LTC,litecoin,851,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,71734831.2284131,84000000.0,,13,,,,2022-12-01T19:11:00.000Z,77.55682857234082,727950432.0157698,7.9735,-0.06084921,-1.31592181,-0.90442247,40.00068491,46.45543172,26.13866015,5563526008.247836,0.6523,6514773600.08,,2022-12-01T19:11:00.000Z,,,,,,2022-12-01 19:13:19.259028
13,5994,Shiba Inu,SHIB,shiba-inu,456,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,549063278876301.94,589735030408322.8,,14,,,,2022-12-01T19:11:00.000Z,9.169822219414688e-06,127145412.50347392,-23.883,-0.47285295,-0.69766728,1.84503758,-27.99200138,-17.77910477,-24.63659403,5034812654.504597,0.5905,5407765385.41,,2022-12-01T19:11:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2022-12-01 19:13:19.259028
14,1958,TRON,TRX,tron,707,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem']",,92133472366.41443,92133472366.41443,,15,71659659264.0,3887461604.7579885,,2022-12-01T19:11:00.000Z,0.05424895463759134,208599096.43947053,-1.7679,-0.2760012,-0.0424126,2.66048303,-13.6978598,-12.14714582,-13.49801271,4998144563.009392,0.5861,4998144563.01,,2022-12-01T19:11:00.000Z,,,,,,2022-12-01 19:13:19.259028
0,1,Bitcoin,BTC,bitcoin,9864,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19221843.0,19221843.0,,1,,,,2022-12-01T19:12:00.000Z,16925.034922105075,25743880041.02014,-2.3161,-0.31610441,-0.3650158,2.12553568,-17.3464533,-12.28931996,-15.27656154,325330364042.22095,38.1414,355425733364.21,,2022-12-01T19:12:00.000Z,,,,,,2022-12-01 19:14:20.419601
1,1027,Ethereum,ETH,ethereum,6244,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem']",,122373866.2178,122373866.2178,,2,,,,2022-12-01T19:12:00.000Z,1273.5578003316577,7902677938.522997,-10.0482,-0.22024583,-0.83142416,5.93063248,-19.58011937,-2.50835281,-19.44994301,155850191878.42194,18.2686,155850191878.42,,2022-12-01T19:12:00.000Z,,,,,,2022-12-01 19:14:20.419601
2,825,Tether,USDT,tether,43480,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,65362681003.3144,73141766321.23428,,3,,,,2022-12-01T19:12:00.000Z,1.0000490996023308,33455206641.116856,-0.4796,0.0008825,0.00949446,0.06470892,0.01211094,0.00407628,-0.00215187,65365890284.95894,7.6669,73145357552.87,,2022-12-01T19:12:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2022-12-01 19:14:20.419601
3,1839,BNB,BNB,bnb,1148,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain']",200000000.0,159970489.96763322,159979963.59042934,,4,,,,2022-12-01T19:12:00.000Z,291.4674450194579,1490116088.943875,61.9109,-0.29444237,-2.40829762,-2.55134186,-10.24903912,1.90929618,5.00962221,46626189989.37688,5.4664,58293489003.89,,2022-12-01T19:12:00.000Z,,,,,,2022-12-01 19:14:20.419601
4,3408,USD Coin,USDC,usd-coin,8110,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,43080698920.59752,43080698920.59752,,5,,,,2022-12-01T19:12:00.000Z,0.9999198555655613,2848355364.378686,-5.7706,-0.01838937,-0.03319521,-0.01865684,-0.00950936,-0.0391441,-0.00606291,43077246242.347305,5.0495,43077246242.35,,2022-12-01T19:12:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2022-12-01 19:14:20.419601
5,4687,Binance USD,BUSD,binance-usd,5652,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'usd-stablecoin']",,22234030899.889256,22234030899.889256,,6,,,,2022-12-01T19:12:00.000Z,0.9997949460484253,8380348038.851603,6.1527,-0.03719765,-0.02843907,-0.06872076,-0.02021163,-0.08020105,-0.02083192,22229471723.9938,2.6057,22229471723.99,,2022-12-01T19:12:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2022-12-01 19:14:20.419601
6,52,XRP,XRP,xrp,852,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,50290028663.0,99989207174.0,,7,,,,2022-12-01T19:12:00.000Z,0.39578033463204154,830994862.6039304,-10.2933,-0.42254451,-1.6388622,-0.61312363,-14.51788124,-14.34558117,20.47334439,19903804372.897102,2.333,39578033463.2,,2022-12-01T19:12:00.000Z,,,,,,2022-12-01 19:14:20.419601
7,74,Dogecoin,DOGE,dogecoin,606,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,8,,,,2022-12-01T19:12:00.000Z,0.10147638119399548,1040855449.1246053,-15.8692,-0.68765095,-2.19436121,24.82323587,-27.55286267,68.48794201,65.00668337,13462949051.39478,1.5784,13462949051.39,,2022-12-01T19:12:00.000Z,,,,,,2022-12-01 19:14:20.419601
8,2010,Cardano,ADA,cardano,601,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano']",45000000000.0,34446662741.285,35193805106.495,,9,,,,2022-12-01T19:12:00.000Z,0.3148689628057354,230998263.43907255,-3.7673,-0.51195144,0.0295373,-0.16635215,-22.0375997,-26.44218732,-30.74493663,10846184969.467379,1.2722,14169103326.26,,2022-12-01T19:12:00.000Z,,,,,,2022-12-01 19:14:20.419601
9,3890,Polygon,MATIC,polygon,538,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem']",10000000000.0,8734317475.28493,10000000000.0,,10,,,,2022-12-01T19:12:00.000Z,0.919255981281457,561327449.2784312,59.0416,-0.77170943,2.77538712,8.13224536,4.18410662,17.87475272,5.17752911,8029073581.566826,0.9413,9192559812.81,,2022-12-01T19:12:00.000Z,,,,,,2022-12-01 19:14:20.419601
10,6636,Polkadot,DOT,polkadot-new,433,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,1140718899.0612597,1256742569.3664396,,11,904869778.0,4873428100.964666,,2022-12-01T19:12:00.000Z,5.385778395357864,179976484.93843216,-8.7053,-0.14625495,-0.68540085,0.25234257,-17.34322073,-14.51543025,-26.97946275,6143659201.7405405,0.7202,6768536978.62,,2022-12-01T19:12:00.000Z,,,,,,2022-12-01 19:14:20.419601
11,4943,Dai,DAI,multi-collateral-dai,1668,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,5663511314.978935,5663511314.978935,,12,,,,2022-12-01T19:12:00.000Z,0.9994665523456675,299358196.62165517,9.714,-0.06264069,-0.11510279,-0.08791575,-0.06041834,-0.05667196,-0.01034961,5660490128.152674,0.6638,5660490128.15,,2022-12-01T19:12:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2022-12-01 19:14:20.419601
12,2,Litecoin,LTC,litecoin,851,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,71734831.2284131,84000000.0,,13,,,,2022-12-01T19:12:00.000Z,77.55730386424035,727689935.7161539,7.9209,-0.06062609,-1.34429729,-0.86494981,40.01120607,46.40783552,26.12288532,5563560103.232034,0.6523,6514813524.6,,2022-12-01T19:12:00.000Z,,,,,,2022-12-01 19:14:20.419601
13,5994,Shiba Inu,SHIB,shiba-inu,456,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,549063278876301.94,589735030408322.8,,14,,,,2022-12-01T19:12:00.000Z,9.169532797960881e-06,126973416.1489867,-23.9938,-0.47039806,-0.71789894,1.83808254,-27.96601879,-17.79707062,-24.64098364,5034653743.812193,0.5904,5407594703.44,,2022-12-01T19:12:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2022-12-01 19:14:20.419601
14,1958,TRON,TRX,tron,707,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem']",,92133472366.41443,92133472366.41443,,15,71659659264.0,3887368266.2283263,,2022-12-01T19:12:00.000Z,0.05424765211214508,208537303.99618506,-1.8363,-0.27859962,-0.0651946,2.6516121,-13.69287287,-12.16586037,-13.50608213,4998024556.817182,0.586,4998024556.82,,2022-12-01T19:12:00.000Z,,,,,,2022-12-01 19:14:20.419601
0,1,Bitcoin,BTC,bitcoin,9864,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19221843.0,19221843.0,,1,,,,2022-12-01T19:14:00.000Z,16919.800149466624,25682723699.552677,-2.8753,-0.33040138,-0.59715306,2.11799315,-17.36872069,-12.38714929,-15.27780396,325229742064.424,38.1296,355315803138.8,,2022-12-01T19:14:00.000Z,,,,,,2022-12-01 19:15:21.528256
1,1027,Ethereum,ETH,ethereum,6244,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem']",,122373866.2178,122373866.2178,,2,,,,2022-12-01T19:14:00.000Z,1273.3208020422546,7864966667.211616,-11.0862,-0.25041862,-1.16036167,5.92273274,-19.60033597,-2.70609588,-19.42667661,155821189481.46066,18.2793,155821189481.46,,2022-12-01T19:14:00.000Z,,,,,,2022-12-01 19:15:21.528256
2,825,Tether,USDT,tether,43480,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,65362681003.3144,73141766321.23428,,3,,,,2022-12-01T19:13:00.000Z,1.0000468144051218,33415563056.18998,-0.7624,-0.00045095,0.00916374,0.06264964,0.01186687,0.00313968,-0.00393038,65365740918.342735,7.6669,73145190409.51,,2022-12-01T19:13:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2022-12-01 19:15:21.528256
3,1839,BNB,BNB,bnb,1148,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain']",200000000.0,159970489.96763322,159979963.59042934,,4,,,,2022-12-01T19:13:00.000Z,291.4178254821297,1489483533.193681,61.6992,-0.31718121,-2.53519365,-2.55444827,-10.24917562,1.78721521,5.02123835,46618252327.67851,5.4655,58283565096.43,,2022-12-01T19:13:00.000Z,,,,,,2022-12-01 19:15:21.528256
4,3408,USD Coin,USDC,usd-coin,8111,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,43080698920.59752,43080698920.59752,,5,,,,2022-12-01T19:13:00.000Z,0.9999076905790223,2845093832.210155,-6.1533,-0.01877093,-0.0430481,-0.01531795,-0.01443396,-0.03667136,-0.00101089,43076722166.224846,5.0494,43076722166.22,,2022-12-01T19:13:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2022-12-01 19:15:21.528256
5,4687,Binance USD,BUSD,binance-usd,5652,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'usd-stablecoin']",,22234030899.889256,22234030899.889256,,6,,,,2022-12-01T19:13:00.000Z,0.9999153434563638,8366841846.454343,5.7033,0.03334989,-0.01273483,-0.09623159,0.0184608,0.00371464,-0.014631,22232148643.68217,2.606,22232148643.68,,2022-12-01T19:13:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2022-12-01 19:15:21.528256
6,52,XRP,XRP,xrp,852,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,50290028663.0,99989207174.0,,7,,,,2022-12-01T19:14:00.000Z,0.3955931336157984,828318224.502605,-10.8215,-0.45421302,-1.86281686,-0.51702849,-14.57119546,-14.44347607,20.38234008,19894390028.42449,2.3334,39559313361.58,,2022-12-01T19:14:00.000Z,,,,,,2022-12-01 19:15:21.528256
7,74,Dogecoin,DOGE,dogecoin,606,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,8,,,,2022-12-01T19:14:00.000Z,0.10148191503104312,1036790216.5180992,-16.5233,-0.66456849,-2.77367088,24.84250228,-27.57166007,68.46816673,65.11198951,13463683229.7854,1.5785,13463683229.79,,2022-12-01T19:14:00.000Z,,,,,,2022-12-01 19:15:21.528256
