,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
8,2010,Cardano,ADA,cardano,601,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano']",45000000000.0,34446662741.285,35193805106.495,,9,,,,2022-12-01T19:13:00.000Z,0.314783393682498,230761505.03722692,-4.0173,-0.56636883,-0.08158008,-0.162428,-22.04360741,-26.46375488,-30.74927729,10843237398.738153,1.2718,14165252715.71,,2022-12-01T19:13:00.000Z,,,,,,2022-12-01 19:15:21.528256
9,3890,Polygon,MATIC,polygon,538,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem']",10000000000.0,8734317475.28493,10000000000.0,,10,,,,2022-12-01T19:14:00.000Z,0.9190492325451532,560969654.6457119,58.3754,-0.79046542,2.56268747,8.1226421,4.17416226,17.71191823,5.1839976,8027267772.466334,0.9417,9190492325.45,,2022-12-01T19:14:00.000Z,,,,,,2022-12-01 19:15:21.528256
10,6636,Polkadot,DOT,polkadot-new,433,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,1140718899.0612597,1256742569.3664396,,11,904869778.0,4872799864.692664,,2022-12-01T19:13:00.000Z,5.385084111730234,179718615.7518,-8.9955,-0.16448875,-0.77557053,0.27393141,-17.33697659,-14.54805836,-26.94986864,6142867219.285194,0.7201,6767664442.83,,2022-12-01T19:13:00.000Z,,,,,,2022-12-01 19:15:21.528256
11,4943,Dai,DAI,multi-collateral-dai,1668,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,5663511314.978935,5663511314.978935,,12,,,,2022-12-01T19:13:00.000Z,0.9995874787717057,299127987.6164184,8.163,-0.03706318,-0.13878322,-0.05525946,-0.04156367,-0.05647264,0.0058895,5661174996.334822,0.6639,5661174996.33,,2022-12-01T19:13:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2022-12-01 19:15:21.528256
12,2,Litecoin,LTC,litecoin,851,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,71734831.2284131,84000000.0,,13,,,,2022-12-01T19:14:00.000Z,77.52445751515303,725785012.7888026,7.3501,-0.12012308,-1.60759033,-0.76757168,40.00337793,46.13122264,26.0689857,5561203875.923784,0.652,6512054431.27,,2022-12-01T19:14:00.000Z,,,,,,2022-12-01 19:15:21.528256
13,5994,Shiba Inu,SHIB,shiba-inu,456,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,549063278876301.94,589735030408322.8,,14,,,,2022-12-01T19:13:00.000Z,9.170474143203475e-06,126829420.63923088,-24.2276,-0.43017193,-0.8532605,1.82410183,-27.97270972,-17.78810255,-24.60447923,5035170601.917645,0.5905,5408149847.7,,2022-12-01T19:13:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2022-12-01 19:15:21.528256
14,1958,TRON,TRX,tron,707,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem']",,92133472366.41443,92133472366.41443,,15,71659659264.0,3887227585.121612,,2022-12-01T19:13:00.000Z,0.05424568892800272,208472529.8479114,-1.9331,-0.27181127,-0.12443362,2.69047751,-13.69062691,-12.17972271,-13.47741315,4997843681.845251,0.586,4997843681.85,,2022-12-01T19:13:00.000Z,,,,,,2022-12-01 19:15:21.528256
0,1,Bitcoin,BTC,bitcoin,9864,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19221843.0,19221843.0,,1,,,,2022-12-01T19:14:00.000Z,16919.800149466624,25682723699.552677,-2.8753,-0.33040138,-0.59715306,2.11799315,-17.36872069,-12.38714929,-15.27780396,325229742064.424,38.1296,355315803138.8,,2022-12-01T19:14:00.000Z,,,,,,2022-12-01 19:16:22.665278
1,1027,Ethereum,ETH,ethereum,6244,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem']",,122373866.2178,122373866.2178,,2,,,,2022-12-01T19:14:00.000Z,1273.3208020422546,7864966667.211616,-11.0862,-0.25041862,-1.16036167,5.92273274,-19.60033597,-2.70609588,-19.42667661,155821189481.46066,18.2793,155821189481.46,,2022-12-01T19:14:00.000Z,,,,,,2022-12-01 19:16:22.665278
2,825,Tether,USDT,tether,43480,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,65362681003.3144,73141766321.23428,,3,,,,2022-12-01T19:14:00.000Z,1.0000454389600588,33351873912.188877,-1.1027,-0.00021162,0.00692686,0.06280729,0.01115129,0.00438093,-0.00310221,65365651015.56585,7.6669,73145089807.03,,2022-12-01T19:14:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2022-12-01 19:16:22.665278
3,1839,BNB,BNB,bnb,1148,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain']",200000000.0,159970489.96763322,159979963.59042934,,4,,,,2022-12-01T19:14:00.000Z,291.4557395016238,1488380145.3758564,61.5174,-0.30859164,-2.62201477,-2.53456463,-10.24958882,1.71984369,5.02554537,46624317451.95363,5.4695,58291147900.32,,2022-12-01T19:14:00.000Z,,,,,,2022-12-01 19:16:22.665278
4,3408,USD Coin,USDC,usd-coin,8111,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,43080698920.59752,43080698920.59752,,5,,,,2022-12-01T19:14:00.000Z,1.0000017986441836,2827702908.8022146,-7.2223,-0.00554728,-0.02689136,-0.00681458,-0.0001558,-0.01248477,0.00441259,43080776407.44606,5.0538,43080776407.45,,2022-12-01T19:14:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2022-12-01 19:16:22.665278
5,4687,Binance USD,BUSD,binance-usd,5652,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'usd-stablecoin']",,22234030899.889256,22234030899.889256,,6,,,,2022-12-01T19:14:00.000Z,0.9995980849493007,8354840771.845713,5.5038,-0.05804807,-0.05676517,-0.12601499,-0.10998926,-0.03966439,-0.04693658,22225094708.232876,2.6072,22225094708.23,,2022-12-01T19:14:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2022-12-01 19:16:22.665278
6,52,XRP,XRP,xrp,852,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,50290028663.0,99989207174.0,,7,,,,2022-12-01T19:14:00.000Z,0.3955931336157984,828318224.502605,-10.8215,-0.45421302,-1.86281686,-0.51702849,-14.57119546,-14.44347607,20.38234008,19894390028.42449,2.3334,39559313361.58,,2022-12-01T19:14:00.000Z,,,,,,2022-12-01 19:16:22.665278
7,74,Dogecoin,DOGE,dogecoin,606,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,8,,,,2022-12-01T19:14:00.000Z,0.10148191503104312,1036790216.5180992,-16.5233,-0.66456849,-2.77367088,24.84250228,-27.57166007,68.46816673,65.11198951,13463683229.7854,1.5785,13463683229.79,,2022-12-01T19:14:00.000Z,,,,,,2022-12-01 19:16:22.665278
8,2010,Cardano,ADA,cardano,601,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano']",45000000000.0,34446662741.285,35193805106.495,,9,,,,2022-12-01T19:14:00.000Z,0.3147808466951257,230440466.4660182,-4.2888,-0.56650457,-0.13733504,-0.15875836,-22.03813868,-26.43781479,-30.75104746,10843149663.523132,1.2718,14165138101.28,,2022-12-01T19:14:00.000Z,,,,,,2022-12-01 19:16:22.665278
9,3890,Polygon,MATIC,polygon,538,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem']",10000000000.0,8734317475.28493,10000000000.0,,10,,,,2022-12-01T19:14:00.000Z,0.9190492325451532,560969654.6457119,58.3754,-0.79046542,2.56268747,8.1226421,4.17416226,17.71191823,5.1839976,8027267772.466334,0.9417,9190492325.45,,2022-12-01T19:14:00.000Z,,,,,,2022-12-01 19:16:22.665278
10,6636,Polkadot,DOT,polkadot-new,433,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,1140718899.0612597,1256742569.3664396,,11,904869778.0,4872795764.571612,,2022-12-01T19:14:00.000Z,5.385079580557737,179390922.4932835,-9.2766,-0.17697419,-0.86954151,0.27726417,-17.34920621,-14.56285453,-26.95071852,6142862050.491093,0.7206,6767658748.31,,2022-12-01T19:14:00.000Z,,,,,,2022-12-01 19:16:22.665278
11,4943,Dai,DAI,multi-collateral-dai,1668,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,5663511314.978935,5663511314.978935,,12,,,,2022-12-01T19:14:00.000Z,0.9996578491702187,294338670.306598,6.015,-0.0338799,-0.1107959,-0.0461896,-0.03561553,-0.05351274,0.00552114,5661573539.883039,0.664,5661573539.88,,2022-12-01T19:14:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2022-12-01 19:16:22.665278
12,2,Litecoin,LTC,litecoin,851,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,71734831.2284131,84000000.0,,13,,,,2022-12-01T19:14:00.000Z,77.52445751515303,725785012.7888026,7.3501,-0.12012308,-1.60759033,-0.76757168,40.00337793,46.13122264,26.0689857,5561203875.923784,0.652,6512054431.27,,2022-12-01T19:14:00.000Z,,,,,,2022-12-01 19:16:22.665278
13,5994,Shiba Inu,SHIB,shiba-inu,456,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,549063278876301.94,589735030408322.8,,14,,,,2022-12-01T19:14:00.000Z,9.170770264675055e-06,126762588.33690424,-24.351,-0.42700407,-1.00436659,1.82964021,-27.9959325,-17.76684716,-24.59895963,5035333191.343777,0.5905,5408324480.91,,2022-12-01T19:14:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2022-12-01 19:16:22.665278
14,1958,TRON,TRX,tron,707,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem']",,92133472366.41443,92133472366.41443,,15,71659659264.0,3887019677.10113,,2022-12-01T19:14:00.000Z,0.05424278760217145,208365507.72266108,-2.0339,-0.28298198,-0.16560086,2.6966018,-13.69363659,-12.23896633,-13.47800732,4997576372.621951,0.586,4997576372.62,,2022-12-01T19:14:00.000Z,,,,,,2022-12-01 19:16:22.665278
0,1,Bitcoin,BTC,bitcoin,9864,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19221843.0,19221843.0,,1,,,,2022-12-01T19:16:00.000Z,16923.929965749547,25636568872.477802,-3.2673,-0.33492888,-0.59221225,2.12633629,-17.33891327,-12.34253633,-15.27405361,325309124744.6332,38.1618,355402529280.74,,2022-12-01T19:16:00.000Z,,,,,,2022-12-01 19:17:24.003591
1,1027,Ethereum,ETH,ethereum,6244,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem']",,122373866.2178,122373866.2178,,2,,,,2022-12-01T19:16:00.000Z,1273.51948075182,7832898754.113406,-11.8719,-0.26993267,-1.30476709,5.94949204,-19.57841292,-2.67708599,-19.42704766,155845502563.28537,18.2821,155845502563.29,,2022-12-01T19:16:00.000Z,,,,,,2022-12-01 19:17:24.003591
2,825,Tether,USDT,tether,43480,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,65362681003.3144,73141766321.23428,,3,,,,2022-12-01T19:16:00.000Z,1.0000246804204718,33290018227.190163,-1.5054,-0.00343385,0.00657885,0.06397729,0.00973454,-0.00069792,-0.00397238,65364294181.764725,7.6667,73143571490.78,,2022-12-01T19:16:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2022-12-01 19:17:24.003591
3,1839,BNB,BNB,bnb,1148,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain']",200000000.0,159970489.96763322,159979963.59042934,,4,,,,2022-12-01T19:16:00.000Z,291.5829726285991,1487153903.4916182,61.0019,-0.34576725,-2.67008913,-2.50010586,-10.1567897,1.80998723,5.05573101,46644670997.61599,5.4718,58316594525.72,,2022-12-01T19:16:00.000Z,,,,,,2022-12-01 19:17:24.003591
4,3408,USD Coin,USDC,usd-coin,8111,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,43080698920.59752,43080698920.59752,,5,,,,2022-12-01T19:16:00.000Z,0.9999722538717244,2827242888.720755,-7.3763,-0.01180805,-0.02628807,-0.00944646,-0.00495538,-0.00227283,0.00059296,43079503597.99906,5.0536,43079503598.0,,2022-12-01T19:16:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2022-12-01 19:17:24.003591
5,4687,Binance USD,BUSD,binance-usd,5652,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'usd-stablecoin']",,22234030899.889256,22234030899.889256,,6,,,,2022-12-01T19:16:00.000Z,1.0004370710538608,8337704090.755327,4.942,0.02468357,0.01930631,0.02726573,-0.02742606,0.02724431,0.04274433,22243748751.206245,2.6094,22243748751.21,,2022-12-01T19:16:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2022-12-01 19:17:24.003591
6,52,XRP,XRP,xrp,852,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,50290028663.0,99989207174.0,,7,,,,2022-12-01T19:16:00.000Z,0.3956993551909767,826556148.0645502,-11.2738,-0.45217901,-2.03585446,-0.40447997,-14.59525164,-14.46898353,20.33779555,19899731914.484837,2.3341,39569935519.1,,2022-12-01T19:16:00.000Z,,,,,,2022-12-01 19:17:24.003591
7,74,Dogecoin,DOGE,dogecoin,606,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,8,,,,2022-12-01T19:16:00.000Z,0.10153999427882328,1028696942.92635,-17.823,-0.66969558,-2.90635198,24.87669123,-27.40077853,68.66116076,65.21154896,13471388647.978357,1.5803,13471388647.98,,2022-12-01T19:16:00.000Z,,,,,,2022-12-01 19:17:24.003591
8,2010,Cardano,ADA,cardano,601,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano']",45000000000.0,34446662741.285,35193805106.495,,9,,,,2022-12-01T19:16:00.000Z,0.31475021803544845,230198688.00137147,-4.8044,-0.59758608,-0.22386889,-0.1547705,-22.02359684,-26.40856273,-30.78008443,10842094608.413013,1.2717,14163759811.6,,2022-12-01T19:16:00.000Z,,,,,,2022-12-01 19:17:24.003591
9,3890,Polygon,MATIC,polygon,538,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem']",10000000000.0,8734317475.28493,10000000000.0,,10,,,,2022-12-01T19:16:00.000Z,0.9190453045631117,559998031.217082,57.3789,-0.65474598,2.38916684,8.15558679,4.21028019,17.75024914,5.14223278,8027233464.224147,0.9417,9190453045.63,,2022-12-01T19:16:00.000Z,,,,,,2022-12-01 19:17:24.003591
10,6636,Polkadot,DOT,polkadot-new,433,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,1140718899.0612597,1256742569.3664396,,11,904869778.0,4873222530.9397135,,2022-12-01T19:16:00.000Z,5.38555121346943,179307791.86081585,-9.3797,-0.15389293,-0.94445891,0.30003417,-17.32584117,-14.49210032,-26.96608187,6143400051.06688,0.7207,6768251469.47,,2022-12-01T19:16:00.000Z,,,,,,2022-12-01 19:17:24.003591
11,4943,Dai,DAI,multi-collateral-dai,1668,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,5663511314.978935,5663511314.978935,,12,,,,2022-12-01T19:16:00.000Z,0.9995599004715207,294079795.5269036,5.7478,-0.0420889,-0.10042606,-0.06128545,-0.04988078,-0.0443912,0.00850993,5661018806.319675,0.6641,5661018806.32,,2022-12-01T19:16:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2022-12-01 19:17:24.003591
12,2,Litecoin,LTC,litecoin,851,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,71734831.2284131,84000000.0,,13,,,,2022-12-01T19:16:00.000Z,77.53235834607518,724813533.968349,7.0331,-0.28492856,-1.70724823,-0.78768671,40.03820465,46.11885322,26.2223817,5561770640.696549,0.6524,6512718101.07,,2022-12-01T19:16:00.000Z,,,,,,2022-12-01 19:17:24.003591
13,5994,Shiba Inu,SHIB,shiba-inu,456,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,549063278876301.94,589735030408322.8,,14,,,,2022-12-01T19:16:00.000Z,9.177453012367956e-06,126474953.00474791,-24.6519,-0.3972316,-0.96883839,1.91647299,-27.90782953,-17.65569073,-24.56263739,5039002442.703944,0.5912,5412265531.32,,2022-12-01T19:16:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2022-12-01 19:17:24.003591
14,1958,TRON,TRX,tron,707,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem']",,92133472366.41443,92133472366.41443,,15,71659659264.0,3885978927.3809786,,2022-12-01T19:16:00.000Z,0.05422826409297757,208103484.21470305,-2.3154,-0.31305268,-0.2331868,2.66908917,-13.70821532,-12.22651743,-13.50144102,4996238271.288973,0.5862,4996238271.29,,2022-12-01T19:16:00.000Z,,,,,,2022-12-01 19:17:24.003591
0,1,Bitcoin,BTC,bitcoin,9864,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19221843.0,19221843.0,,1,,,,2022-12-01T19:17:00.000Z,16926.306151232253,25600354809.768745,-3.6642,-0.310353,-0.5547013,2.15476697,-17.33561714,-12.34166268,-15.26482463,325354799408.9206,38.1671,355452429175.88,,2022-12-01T19:17:00.000Z,,,,,,2022-12-01 19:18:25.431161
1,1027,Ethereum,ETH,ethereum,6244,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem']",,122373866.2178,122373866.2178,,2,,,,2022-12-01T19:17:00.000Z,1273.9137693221437,7809802545.429141,-12.5255,-0.23159896,-1.24327082,5.97832055,-19.5643771,-2.66567161,-19.39859312,155893753180.04135,18.2878,155893753180.04,,2022-12-01T19:17:00.000Z,,,,,,2022-12-01 19:18:25.431161
